_id,Reported Date,Suburb - Incident,Postcode - Incident,Offence Level 1 Description,Offence Level 2 Description,Offence Level 3 Description,Offence count
174427,25/12/2023,AMATA,0872,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174428,25/12/2023,ANDREWS FARM,5114,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174429,25/12/2023,ANDREWS FARM,5114,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174430,25/12/2023,ATHELSTONE,5076,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174431,25/12/2023,BARMERA,5345,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174432,25/12/2023,BEACHPORT,5280,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174433,25/12/2023,BLAIR ATHOL,5084,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174434,25/12/2023,BLAKEVIEW,5114,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174435,25/12/2023,BOLIVAR,5110,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,3
174436,25/12/2023,BRAHMA LODGE,5109,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174437,25/12/2023,BRIGHTON,5048,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174438,25/12/2023,BROMPTON,5007,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
174439,25/12/2023,BROMPTON,5007,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174440,25/12/2023,BROMPTON,5007,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174441,25/12/2023,BURTON,5110,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
174442,25/12/2023,CAVAN,5094,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
174443,25/12/2023,CHRISTIES BEACH,5165,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174444,25/12/2023,CHRISTIES BEACH,5165,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174445,25/12/2023,CLARENCE GARDENS,5039,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174446,25/12/2023,CLARENCE GARDENS,5039,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174447,25/12/2023,CROYDON PARK,5008,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174448,25/12/2023,CROYDON PARK,5008,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
174449,25/12/2023,CROYDON PARK,5008,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174450,25/12/2023,CROYDON PARK,5008,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
174451,25/12/2023,DAVOREN PARK,5113,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174452,25/12/2023,DAVOREN PARK,5113,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
174453,25/12/2023,DAVOREN PARK,5113,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174454,25/12/2023,DAW PARK,5041,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,4
174455,25/12/2023,DAW PARK,5041,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174456,25/12/2023,DAW PARK,5041,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,2
174457,25/12/2023,DOVER GARDENS,5048,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174458,25/12/2023,DRY CREEK,5094,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174459,25/12/2023,ELIZABETH,5112,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Assault police,1
174460,25/12/2023,ELIZABETH DOWNS,5113,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174461,25/12/2023,ELIZABETH EAST,5112,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174462,25/12/2023,ELIZABETH EAST,5112,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174463,25/12/2023,ELIZABETH EAST,5112,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174464,25/12/2023,ELIZABETH GROVE,5112,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174465,25/12/2023,ELIZABETH NORTH,5113,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174466,25/12/2023,ELIZABETH NORTH,5113,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174467,25/12/2023,ELIZABETH PARK,5113,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174468,25/12/2023,ELIZABETH PARK,5113,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174469,25/12/2023,ELIZABETH PARK,5113,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,2
174470,25/12/2023,ELIZABETH PARK,5113,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
174471,25/12/2023,ELIZABETH SOUTH,5112,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174472,25/12/2023,ELIZABETH SOUTH,5112,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
174473,25/12/2023,ELIZABETH SOUTH,5112,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174474,25/12/2023,ELIZABETH VALE,5112,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174475,25/12/2023,ELIZABETH VALE,5112,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174476,25/12/2023,ELIZABETH VALE,5112,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174477,25/12/2023,ENCOUNTER BAY,5211,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174478,25/12/2023,ENCOUNTER BAY,5211,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Assault police,1
174479,25/12/2023,ENCOUNTER BAY,5211,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174480,25/12/2023,ENFIELD,5085,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174481,25/12/2023,EVANSTON PARK,5116,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174482,25/12/2023,EVERARD PARK,5035,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174483,25/12/2023,FELIXSTOW,5070,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174484,25/12/2023,FINDON,5023,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174485,25/12/2023,FINDON,5023,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174486,25/12/2023,FINDON,5023,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174487,25/12/2023,FINDON,5023,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,2
174488,25/12/2023,FLINDERS PARK,5025,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174489,25/12/2023,GEPPS CROSS,5094,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174490,25/12/2023,GEPPS CROSS,5094,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174491,25/12/2023,GILBERTON,5081,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174492,25/12/2023,GILBERTON,5081,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174493,25/12/2023,GLANDORE,5037,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174494,25/12/2023,GLANDORE,5037,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174495,25/12/2023,GLENELG NORTH,5045,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174496,25/12/2023,GOOLWA,5214,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174497,25/12/2023,GOOLWA BEACH,5214,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174498,25/12/2023,GOOLWA BEACH,5214,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
174499,25/12/2023,GOULD CREEK,5114,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174500,25/12/2023,GREENWITH,5125,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174501,25/12/2023,HACKHAM WEST,5163,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
174502,25/12/2023,HACKHAM WEST,5163,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174503,25/12/2023,HAMPSTEAD GARDENS,5086,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174504,25/12/2023,HECTORVILLE,5073,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1
174505,25/12/2023,HILTON,5033,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174506,25/12/2023,HINDMARSH ISLAND,5214,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2
174507,25/12/2023,HOLDEN HILL,5088,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174508,25/12/2023,HOLDEN HILL,5088,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174509,25/12/2023,HOLDEN HILL,5088,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1
174510,25/12/2023,HUNTFIELD HEIGHTS,5163,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174511,25/12/2023,INGLE FARM,5098,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174512,25/12/2023,KADINA,5554,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174513,25/12/2023,KAPUNDA,5373,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174514,25/12/2023,KENT TOWN,5067,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174515,25/12/2023,KILBURN,5084,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174516,25/12/2023,KILBURN,5084,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,3
174517,25/12/2023,KLEMZIG,5087,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174518,25/12/2023,LOCKLEYS,5032,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174519,25/12/2023,MARDEN,5070,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
174520,25/12/2023,MARDEN,5070,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174521,25/12/2023,MARLESTON,5033,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,3
174522,25/12/2023,MAWSON LAKES,5095,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174523,25/12/2023,MAWSON LAKES,5095,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174524,25/12/2023,MELROSE PARK,5039,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174525,25/12/2023,MILE END,5031,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174526,25/12/2023,MODBURY,5092,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174527,25/12/2023,MODBURY,5092,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174528,25/12/2023,MODBURY,5092,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174529,25/12/2023,MODBURY HEIGHTS,5092,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,1
174530,25/12/2023,MODBURY HEIGHTS,5092,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,1
174531,25/12/2023,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
174532,25/12/2023,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
174533,25/12/2023,MORPHETT VALE,5162,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174534,25/12/2023,MOUNT GAMBIER,5290,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174535,25/12/2023,MOUNT GAMBIER,5290,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174536,25/12/2023,MUNNO PARA,5115,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174537,25/12/2023,MUNNO PARA,5115,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174538,25/12/2023,MYPONGA,5202,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174539,25/12/2023,MYRTLE BANK,5064,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174540,25/12/2023,NANGKITA,5210,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174541,25/12/2023,NANGKITA,5210,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174542,25/12/2023,NEWTON,5074,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174543,25/12/2023,NEWTON,5074,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
174544,25/12/2023,NEWTON,5074,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174545,25/12/2023,NORTH ADELAIDE,5006,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174546,25/12/2023,NORTHFIELD,5085,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1
174547,25/12/2023,NORTHFIELD,5085,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
174548,25/12/2023,NORTHFIELD,5085,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,1
174549,25/12/2023,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL ASSAULT AND RELATED OFFENCES,Aggravated sexual assault,4
174550,25/12/2023,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL ASSAULT AND RELATED OFFENCES,Non-aggravated sexual assault,1
174551,25/12/2023,NOVAR GARDENS,5040,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174552,25/12/2023,OODNADATTA,5734,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
174553,25/12/2023,PARAFIELD GARDENS,5107,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174554,25/12/2023,PARA HILLS,5096,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174555,25/12/2023,PARA HILLS WEST,5096,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174556,25/12/2023,PARALOWIE,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174557,25/12/2023,PASADENA,5042,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174558,25/12/2023,PETERHEAD,5016,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174559,25/12/2023,POORAKA,5095,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174560,25/12/2023,POORAKA,5095,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174561,25/12/2023,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
174562,25/12/2023,PORT AUGUSTA,5700,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174563,25/12/2023,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,3
174564,25/12/2023,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174565,25/12/2023,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174566,25/12/2023,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
174567,25/12/2023,PORT LINCOLN,5606,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174568,25/12/2023,PORT LINCOLN,5606,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174569,25/12/2023,PORT NOARLUNGA SOUTH,5167,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174570,25/12/2023,PORT PIRIE SOUTH,5540,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174571,25/12/2023,PORT PIRIE SOUTH,5540,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174572,25/12/2023,PROSPECT,5082,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174573,25/12/2023,PROSPECT,5082,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174574,25/12/2023,PROSPECT,5082,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174575,25/12/2023,RENMARK,5341,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174576,25/12/2023,RENOWN PARK,5008,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
174577,25/12/2023,RISDON PARK,5540,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174578,25/12/2023,ROSEWATER,5013,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174579,25/12/2023,ROXBY DOWNS,5725,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
174580,25/12/2023,SALISBURY,5108,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,Aggravated robbery,1
174581,25/12/2023,SALISBURY EAST,5109,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,2
174582,25/12/2023,SALISBURY NORTH,5108,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2
174583,25/12/2023,SALISBURY NORTH,5108,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,3
174584,25/12/2023,SALISBURY NORTH,5108,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1
174585,25/12/2023,SALISBURY PARK,5109,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1
174586,25/12/2023,SEACLIFF PARK,5049,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1
174587,25/12/2023,SEAFORD MEADOWS,5169,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1
174588,25/12/2023,SEAFORD RISE,5169,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174589,25/12/2023,SEATON,5023,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174590,25/12/2023,SEATON,5023,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174591,25/12/2023,SEAVIEW DOWNS,5049,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174592,25/12/2023,SMITHFIELD,5114,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
174593,25/12/2023,SMITHFIELD,5114,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174594,25/12/2023,SOUTH PLYMPTON,5038,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174595,25/12/2023,SOUTH PLYMPTON,5038,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1
174596,25/12/2023,ST CLAIR,5011,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
174597,25/12/2023,STIRLING NORTH,5710,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1
174598,25/12/2023,ST MARYS,5042,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Theft from shop,1
174599,25/12/2023,TAPEROO,5017,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174600,25/12/2023,THORNGATE,5082,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174601,25/12/2023,TORRENSVILLE,5031,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,2
174602,25/12/2023,TRANMERE,5073,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1
174603,25/12/2023,VALLEY VIEW,5093,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,Other theft,1
174604,25/12/2023,VICTOR HARBOR,5211,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174605,25/12/2023,WALLAROO,5556,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174606,25/12/2023,WARRADALE,5046,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
174607,25/12/2023,WARRADALE,5046,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1
174608,25/12/2023,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1
174609,25/12/2023,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
174610,25/12/2023,WHYALLA NORRIE,5608,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,Common Assault,1
